"hotel","country","arrival_date_month","num_booking","num_cancel","distribution_channel","total_parking","total_special_request"
"Resort Hotel","SVK","September","1","0","TA/TO","0","1"
"Resort Hotel","USA","April","21","5","TA/TO","2","17"
"City Hotel","KAZ","April","2","1","TA/TO","0","0"
"City Hotel","BRA","April","17","4","Direct","0","13"
"City Hotel","PAK","July","1","1","TA/TO","0","0"
"City Hotel","AGO","October","5","3","TA/TO","0","8"
"City Hotel","LTU","November","2","0","Corporate","0","1"
"Resort Hotel","NOR","September","4","1","TA/TO","1","3"
"City Hotel","SWE","November","4","2","Direct","0","2"
"City Hotel","ESP","September","348","48","TA/TO","9","224"
"City Hotel","SEN","September","1","0","TA/TO","0","0"
"City Hotel","TWN","June","2","0","TA/TO","0","1"
"City Hotel","BGR","July","6","2","TA/TO","1","9"
"Resort Hotel","POL","November","2","0","Direct","1","2"
"Resort Hotel","HUN","July","1","1","Direct","0","0"
"City Hotel","NOR","August","46","12","TA/TO","0","44"
"City Hotel","ARM","February","1","0","TA/TO","0","0"
"City Hotel","EGY","November","8","4","TA/TO","0","5"
"Resort Hotel","IRL","February","14","1","Direct","0","4"
"City Hotel","JPN","February","15","2","TA/TO","0","13"
"City Hotel","SVN","April","2","1","TA/TO","0","0"
"City Hotel","BIH","December","2","2","TA/TO","0","0"
"City Hotel","SGP","December","3","3","Direct","0","0"
"City Hotel","LVA","April","4","1","TA/TO","0","1"
"Resort Hotel","POL","May","2","0","Corporate","0","2"
"Resort Hotel","DNK","January","1","0","TA/TO","0","1"
"City Hotel","JEY","June","1","1","TA/TO","0","0"
"City Hotel","SWE","August","4","0","Direct","1","2"
"City Hotel","NOR","June","1","0","Corporate","0","0"
"Resort Hotel","SWE","November","6","0","Corporate","0","0"
"City Hotel","ITA","July","3","0","Corporate","0","0"
"Resort Hotel","GBR","July","2","0","Corporate","0","0"
"City Hotel","SRB","August","1","0","TA/TO","0","1"
"City Hotel","CHE","June","1","0","Corporate","0","0"
"City Hotel","ARE","July","7","6","TA/TO","0","5"
"City Hotel","HUN","August","13","5","TA/TO","2","10"
"City Hotel","BEL","April","3","0","Corporate","0","0"
"City Hotel","PRT","February","2","0","GDS","0","0"
"City Hotel","SAU","March","4","2","TA/TO","0","0"
"Resort Hotel","MDV","June","1","0","Direct","0","1"
"City Hotel","GBR","April","3","0","GDS","0","1"
"City Hotel","ZAF","May","3","1","Direct","0","0"
"Resort Hotel","ARM","May","1","0","TA/TO","0","0"
"Resort Hotel","NOR","October","2","0","TA/TO","0","0"
"Resort Hotel","FRA","September","153","7","TA/TO","25","69"
"Resort Hotel","NLD","December","24","2","TA/TO","6","22"
"Resort Hotel","AUT","August","6","2","TA/TO","1","6"
"City Hotel","CHN","November","1","0","Corporate","0","0"
"City Hotel","ROU","January","1","0","Direct","0","1"
"City Hotel","GRC","February","3","0","TA/TO","0","1"
"City Hotel","PRT","July","171","23","Corporate","15","66"
"Resort Hotel","MAR","June","1","0","Direct","0","1"
"City Hotel","MYS","September","2","1","TA/TO","0","2"
"City Hotel","SRB","March","1","0","Direct","0","1"
"City Hotel","LTU","May","1","0","TA/TO","0","2"
"Resort Hotel","ITA","June","3","0","Direct","2","0"
"Resort Hotel","GBR","March","54","0","Corporate","8","0"
"City Hotel","LKA","February","1","0","TA/TO","0","2"
"City Hotel","ITA","December","10","0","Direct","0","7"
"Resort Hotel","GBR","March","386","42","TA/TO","17","241"
"City Hotel","BEL","June","127","37","TA/TO","3","115"
"City Hotel","CHL","August","1","0","Direct","0","1"
"Resort Hotel","ITA","February","26","14","TA/TO","2","21"
"City Hotel","SVK","October","3","2","TA/TO","0","2"
"City Hotel","SGP","May","2","0","TA/TO","0","3"
"City Hotel","SWE","April","4","2","Direct","0","4"
"City Hotel","DEU","October","22","2","Direct","2","14"
"City Hotel","AUT","May","9","1","Direct","1","2"
"City Hotel","ALB","November","2","0","Corporate","0","0"
"Resort Hotel","SWE","October","29","0","Corporate","21","1"
"City Hotel","COL","May","1","0","Direct","0","1"
"City Hotel","ITA","April","24","2","Direct","1","16"
"City Hotel","ESP","May","188","74","TA/TO","9","117"
"City Hotel","NLD","November","79","13","TA/TO","1","89"
"City Hotel","ZAF","March","4","3","TA/TO","0","1"
"City Hotel","BEL","October","4","0","Corporate","0","0"
"City Hotel","FIN","June","1","0","Corporate","0","0"
"City Hotel","BLR","November","1","0","TA/TO","0","1"
"City Hotel","LBN","September","3","0","TA/TO","0","3"
"City Hotel","SYC","June","1","0","TA/TO","0","0"
"Resort Hotel","DEU","April","1","0","Corporate","0","0"
"City Hotel","KEN","April","1","0","TA/TO","0","1"
"City Hotel","RUS","November","15","4","TA/TO","0","18"
"City Hotel","MCO","April","1","1","TA/TO","0","1"
"City Hotel","HRV","April","5","2","TA/TO","0","0"
"Resort Hotel","POL","March","7","3","Direct","1","0"
"City Hotel","CHL","May","3","0","TA/TO","1","1"
"City Hotel","NLD","May","13","0","Direct","0","12"
"City Hotel","TUR","July","10","8","TA/TO","0","7"
"Resort Hotel","DEU","September","3","1","Direct","0","1"
"Resort Hotel","BEL","May","10","0","Direct","5","8"
"City Hotel","LBN","October","3","0","TA/TO","0","2"
"Resort Hotel","USA","November","7","0","TA/TO","1","5"
"Resort Hotel","FIN","February","3","0","Direct","1","0"
"City Hotel","BRA","July","2","0","Corporate","0","0"
"Resort Hotel","AUT","June","1","0","Direct","0","0"
"Resort Hotel","USA","September","9","0","Direct","6","4"
"Resort Hotel","GBR","June","1","0","Corporate","0","0"
"City Hotel","GBR","March","427","137","TA/TO","8","316"
"Resort Hotel","IRL","September","37","4","Direct","2","28"
"Resort Hotel","LKA","December","1","0","TA/TO","0","0"
"Resort Hotel","BEL","February","2","0","Direct","0","0"
"City Hotel","LUX","June","23","10","TA/TO","0","14"
"City Hotel","CRI","April","1","0","Direct","0","0"
"City Hotel","IRL","December","32","12","TA/TO","0","21"
"City Hotel","EST","May","1","0","TA/TO","0","1"
"Resort Hotel","SGP","May","2","0","TA/TO","0","2"
"City Hotel","ROU","June","22","8","TA/TO","1","13"
"Resort Hotel","LVA","February","1","0","TA/TO","1","2"
"City Hotel","IRQ","January","2","0","TA/TO","0","1"
"City Hotel","AUT","October","6","0","Direct","1","6"
"Resort Hotel","IRL","January","58","10","TA/TO","5","47"
"City Hotel","CZE","October","14","5","TA/TO","0","21"
"City Hotel","ZWE","August","2","2","Direct","0","0"
"City Hotel","ECU","August","2","0","TA/TO","0","6"
"Resort Hotel","NOR","August","8","2","TA/TO","1","6"
"Resort Hotel","SVK","August","1","0","TA/TO","1","2"
"City Hotel","UZB","January","1","1","TA/TO","0","1"
"City Hotel","BRA","February","16","0","Direct","2","9"
"Resort Hotel","CYP","July","1","1","TA/TO","0","0"
"City Hotel","PRT","March","266","90","Direct","22","111"
"Resort Hotel","GBR","February","39","5","Direct","6","15"
"City Hotel","EST","March","6","4","TA/TO","0","5"
"City Hotel","THA","March","1","1","TA/TO","0","1"
"City Hotel","URY","September","1","0","TA/TO","0","2"
"City Hotel","DEU","September","17","0","Corporate","0","1"
"City Hotel","EST","July","1","0","TA/TO","0","0"
"City Hotel","USA","March","2","0","Corporate","0","1"
"Resort Hotel","FRA","June","55","9","TA/TO","20","46"
"Resort Hotel","TUN","April","1","1","TA/TO","0","0"
"City Hotel","DZA","December","7","1","TA/TO","0","10"
"Resort Hotel","IRN","June","1","0","TA/TO","1","1"
"City Hotel","IDN","February","2","2","TA/TO","0","0"
"City Hotel","URY","May","1","0","Direct","0","1"
"City Hotel","EGY","March","2","2","TA/TO","0","2"
"City Hotel","PRT","October","3230","2311","TA/TO","20","556"
"City Hotel","POL","April","1","0","Corporate","0","0"
"Resort Hotel","OMN","April","2","0","TA/TO","0","3"
"Resort Hotel","NGA","November","1","0","Direct","0","0"
"City Hotel","RUS","December","12","8","TA/TO","2","8"
"Resort Hotel","LUX","July","17","10","TA/TO","3","12"
"Resort Hotel","LTU","April","2","0","TA/TO","1","3"
"Resort Hotel","DNK","August","1","0","Direct","0","4"
"City Hotel","CMR","April","1","0","GDS","0","0"
"City Hotel","VNM","August","2","0","TA/TO","0","2"
"City Hotel","THA","August","1","1","TA/TO","0","0"
"Resort Hotel","SGP","July","1","0","TA/TO","0","1"
"City Hotel","MOZ","January","3","0","Direct","0","0"
"City Hotel","ISR","October","116","18","TA/TO","5","66"
"Resort Hotel","HUN","June","1","0","Direct","0","1"
"City Hotel","HRV","February","6","0","TA/TO","1","5"
"Resort Hotel","BEL","October","12","0","Direct","5","8"
"City Hotel","IRL","January","20","5","TA/TO","0","22"
"City Hotel","UKR","December","1","0","Direct","0","0"
"City Hotel","BRA","September","2","0","Corporate","0","0"
"Resort Hotel","DNK","February","3","0","Direct","2","1"
"Resort Hotel","BRA","October","2","0","Direct","1","1"
"City Hotel","MLI","April","1","0","TA/TO","0","1"
"Resort Hotel","HUN","July","11","2","TA/TO","2","12"
"City Hotel","TWN","March","1","0","Direct","0","0"
"Resort Hotel","LTU","August","4","0","TA/TO","0","4"
"City Hotel","ISR","September","1","0","Direct","0","0"
"City Hotel","SVN","March","9","8","TA/TO","0","0"
"City Hotel","GNB","February","4","1","TA/TO","0","0"
"City Hotel","RUS","June","7","0","Corporate","0","0"
"City Hotel","SWE","January","16","5","TA/TO","1","6"
"City Hotel","HUN","September","7","2","TA/TO","0","8"
"City Hotel","DNK","February","1","0","Direct","0","0"
"Resort Hotel","SRB","March","1","0","TA/TO","1","0"
"City Hotel","CMR","October","3","0","TA/TO","0","2"
"City Hotel","SWE","August","64","17","TA/TO","0","59"
"City Hotel","JPN","February","2","0","Direct","0","0"
"City Hotel","CN","December","8","1","TA/TO","0","4"
"Resort Hotel","PRT","May","854","536","TA/TO","79","426"
"City Hotel","DEU","October","2","0","GDS","0","1"
"City Hotel","MLT","June","2","0","TA/TO","0","2"
"Resort Hotel","USA","March","5","1","Direct","0","0"
"City Hotel","ZAF","March","1","0","Direct","0","0"
"City Hotel","ESP","January","9","0","Corporate","0","1"
"City Hotel","TUR","September","10","7","TA/TO","0","5"
"City Hotel","IRL","February","46","14","TA/TO","2","46"
"Resort Hotel","MAC","June","1","0","TA/TO","0","1"
"City Hotel","PRT","March","170","19","Corporate","32","85"
"City Hotel","KWT","July","1","0","TA/TO","0","0"
"Resort Hotel","JPN","February","1","0","Direct","0","0"
"Resort Hotel","CHE","April","5","0","Direct","3","2"
"City Hotel","GIB","August","2","2","TA/TO","0","3"
"Resort Hotel","NLD","May","31","4","TA/TO","6","25"
"Resort Hotel","KAZ","July","1","0","TA/TO","0","2"
"City Hotel","SVN","June","3","0","Corporate","0","0"
"City Hotel","NLD","September","6","1","Direct","0","1"
"Resort Hotel","ITA","March","10","0","Direct","1","4"
"City Hotel","GRC","June","3","0","TA/TO","0","2"
"City Hotel","SAU","July","5","1","TA/TO","0","4"
"City Hotel","CPV","November","2","0","TA/TO","0","2"
"City Hotel","ETH","December","1","0","TA/TO","0","1"
"Resort Hotel","ITA","August","75","29","TA/TO","8","61"
"City Hotel","SVK","April","1","0","Direct","0","0"
"Resort Hotel","JPN","April","1","0","Direct","1","0"
"City Hotel","TUR","March","26","12","TA/TO","0","16"
"Resort Hotel","HRV","March","1","1","TA/TO","0","2"
"City Hotel","USA","October","1","0","Corporate","0","0"
"City Hotel","ITA","October","186","58","TA/TO","1","148"
"City Hotel","CYP","September","1","0","Corporate","0","0"
"City Hotel","EST","August","3","1","TA/TO","0","4"
"Resort Hotel","IRL","April","46","6","Direct","1","34"
"City Hotel","PRT","January","248","117","Corporate","22","67"
"City Hotel","LTU","January","6","0","TA/TO","0","0"
"Resort Hotel","CHE","June","6","0","Direct","3","4"
"City Hotel","POL","October","2","0","Direct","0","0"
"City Hotel","NZL","July","6","0","TA/TO","1","5"
"Resort Hotel","ESP","September","35","4","Direct","18","22"
"City Hotel","CUB","March","1","0","TA/TO","0","0"
"City Hotel","LUX","August","4","0","Direct","0","2"
"Resort Hotel","ROU","August","48","11","TA/TO","3","35"
"City Hotel","SGP","March","2","1","TA/TO","0","2"
"City Hotel","NLD","May","1","0","GDS","0","1"
"Resort Hotel","AND","August","2","2","TA/TO","0","2"
"Resort Hotel","LVA","November","6","1","TA/TO","0","9"
"City Hotel","DOM","June","2","2","TA/TO","0","1"
"City Hotel","CHL","March","3","1","TA/TO","0","1"
"Resort Hotel","GBR","June","671","99","TA/TO","26","511"
"City Hotel","ECU","December","4","0","TA/TO","1","1"
"Resort Hotel","ROU","September","6","1","TA/TO","2","6"
"City Hotel","ESP","December","7","0","Corporate","0","0"
"City Hotel","CHE","March","2","0","Corporate","0","1"
"City Hotel","DEU","November","4","0","GDS","0","0"
"City Hotel","JPN","May","1","0","Corporate","0","0"
"Resort Hotel","NLD","June","18","7","TA/TO","4","12"
"City Hotel","JPN","August","7","0","Direct","0","5"
"City Hotel","ESP","March","371","136","TA/TO","39","235"
"Resort Hotel","LVA","June","1","1","TA/TO","0","1"
"City Hotel","IRL","March","127","35","TA/TO","1","121"
"Resort Hotel","RUS","September","1","0","Corporate","0","0"
"Resort Hotel","SWE","November","1","0","Direct","0","0"
"City Hotel","EST","May","1","0","Direct","0","0"
"City Hotel","SVN","June","2","1","TA/TO","0","1"
"City Hotel","SEN","December","1","1","TA/TO","0","0"
"City Hotel","ISR","June","3","0","Corporate","0","0"
"Resort Hotel","ESP","October","239","85","TA/TO","50","177"
"Resort Hotel","LVA","June","1","0","Direct","0","2"
"City Hotel","ARM","March","1","0","TA/TO","0","0"
"City Hotel","BGD","April","1","0","Direct","0","0"
"City Hotel","CZE","May","1","0","Direct","0","0"
"City Hotel","NLD","August","181","28","TA/TO","15","173"
"Resort Hotel","BEL","April","32","6","TA/TO","3","33"
"Resort Hotel","SWE","August","1","0","Direct","1","2"
"City Hotel","USA","September","4","0","Corporate","0","0"
"Resort Hotel","DEU","March","34","0","Direct","5","14"
"City Hotel","GRC","July","6","2","TA/TO","1","4"
"City Hotel","LBN","August","3","2","TA/TO","0","4"
"Resort Hotel","BEL","January","2","0","Direct","1","0"
"Resort Hotel","FRA","December","21","1","Direct","10","13"
"City Hotel","AUS","November","5","1","TA/TO","0","7"
"City Hotel","KWT","February","1","0","TA/TO","0","1"
"City Hotel","NIC","May","1","1","TA/TO","0","0"
"City Hotel","MYS","February","1","0","Direct","0","1"
"City Hotel","IRN","June","4","3","Direct","0","0"
"Resort Hotel","CHN","March","31","1","TA/TO","2","5"
"City Hotel","CN","April","1","0","Direct","0","2"
"Resort Hotel","LVA","December","1","0","TA/TO","0","1"
"Resort Hotel","COL","August","1","0","TA/TO","0","1"
"City Hotel","FIN","August","15","1","TA/TO","0","12"
"City Hotel","PER","September","1","0","TA/TO","0","0"
"Resort Hotel","HUN","June","5","0","TA/TO","1","1"
"Resort Hotel","IRL","September","267","57","TA/TO","10","183"
"City Hotel","NLD","July","155","44","TA/TO","8","113"
"Resort Hotel","NLD","October","11","0","Corporate","2","2"
"Resort Hotel","IRL","February","51","11","TA/TO","3","40"
"City Hotel","HRV","June","14","9","TA/TO","0","10"
"City Hotel","TZA","February","1","1","TA/TO","0","0"
"City Hotel","GBR","January","1","0","Corporate","0","0"
"Resort Hotel","FIN","March","1","0","Corporate","0","0"
"City Hotel","AUS","December","3","0","Direct","0","4"
"City Hotel","MYS","May","1","0","TA/TO","0","1"
"City Hotel","CN","November","14","4","TA/TO","0","15"
"City Hotel","SWE","September","2","0","Corporate","0","0"
"City Hotel","ZAF","April","1","0","Direct","0","0"
"City Hotel","GEO","August","1","0","Direct","0","1"
"City Hotel","HRV","November","7","0","TA/TO","1","8"
"City Hotel","MOZ","June","3","3","TA/TO","0","4"
"City Hotel","DNK","May","2","0","Direct","0","0"
"Resort Hotel","JPN","May","1","0","Corporate","0","0"
"City Hotel","ITA","December","3","0","Corporate","0","0"
"City Hotel","ESP","May","19","0","Direct","3","6"
"City Hotel","TUR","June","11","8","TA/TO","0","3"
"City Hotel","MYS","March","1","1","TA/TO","0","0"
"Resort Hotel","KAZ","August","1","0","TA/TO","0","1"
"City Hotel","BEN","July","1","1","TA/TO","0","0"
"City Hotel","DMA","August","1","0","TA/TO","0","1"
"City Hotel","IRL","September","1","0","Corporate","0","0"
"Resort Hotel","MDV","March","1","1","TA/TO","0","2"
"City Hotel","NZL","August","3","0","TA/TO","0","1"
"Resort Hotel","MKD","October","1","0","TA/TO","0","1"
"City Hotel","AUS","March","9","0","TA/TO","1","7"
"Resort Hotel","LTU","July","1","1","Direct","0","0"
"City Hotel","AZE","September","2","0","TA/TO","0","4"
"City Hotel","NAM","April","1","0","TA/TO","0","0"
"Resort Hotel","FRA","October","105","12","TA/TO","11","77"
"Resort Hotel","BHS","April","1","0","TA/TO","0","0"
"Resort Hotel","SWE","December","6","0","TA/TO","1","9"
"Resort Hotel","NZL","October","1","0","TA/TO","0","1"
"City Hotel","RUS","July","1","0","Direct","0","0"
"Resort Hotel","PRT","March","917","439","TA/TO","85","444"
"City Hotel","PRT","July","2","0","GDS","0","0"
"Resort Hotel","CHN","December","1","0","Direct","0","0"
"Resort Hotel","HUN","April","2","0","Direct","0","6"
"City Hotel","SRB","December","2","0","TA/TO","0","2"
"City Hotel","ARG","August","2","0","Direct","0","0"
"City Hotel","ARG","May","6","0","Corporate","0","6"
"Resort Hotel","IRL","November","22","0","Direct","1","2"
"City Hotel","FRO","July","4","4","TA/TO","0","3"
"City Hotel","AIA","July","1","0","TA/TO","0","0"
"City Hotel","HRV","June","1","0","Direct","0","0"
"City Hotel","LUX","October","19","1","TA/TO","0","18"
"City Hotel","FIN","November","12","0","TA/TO","0","14"
"Resort Hotel","RUS","April","3","0","Corporate","0","0"
"City Hotel","CZE","February","6","3","TA/TO","0","0"
"Resort Hotel","NLD","February","2","0","Corporate","3","0"
"City Hotel","MAC","June","1","1","TA/TO","0","1"
"City Hotel","GBR","December","12","4","Direct","0","5"
"City Hotel","USA","May","169","59","TA/TO","0","149"
"City Hotel","BFA","January","1","0","TA/TO","0","1"
"City Hotel","IRQ","December","1","0","Direct","0","0"
"Resort Hotel","LUX","November","5","2","TA/TO","1","4"
"City Hotel","SWE","April","71","24","TA/TO","2","59"
"City Hotel","ROU","November","2","0","Direct","0","0"
"City Hotel","CRI","May","1","0","Corporate","0","1"
"City Hotel","FRA","October","6","0","Corporate","0","0"
"City Hotel","DEU","May","44","5","Direct","0","26"
"City Hotel","UZB","June","1","0","TA/TO","0","0"
"City Hotel","MLT","July","2","0","Corporate","0","0"
"City Hotel","ATF","July","1","0","TA/TO","0","0"
"City Hotel","BGD","June","1","1","TA/TO","0","0"
"City Hotel","FIN","April","11","0","Direct","1","11"
"Resort Hotel","MYS","January","2","0","TA/TO","0","2"
"City Hotel","CHN","February","111","59","TA/TO","2","65"
"City Hotel","IRN","March","6","6","Direct","0","0"
"City Hotel","AUT","July","4","0","Direct","0","6"
"Resort Hotel","LUX","October","1","0","Direct","0","0"
"City Hotel","NZL","January","1","0","TA/TO","0","2"
"City Hotel","GBR","February","21","3","Direct","1","16"
"Resort Hotel","CN","May","93","13","TA/TO","14","61"
"City Hotel","POL","March","1","0","GDS","0","0"
"City Hotel","ROU","March","20","6","TA/TO","0","15"
"Resort Hotel","IRL","October","29","4","Direct","0","16"
"City Hotel","GBR","May","605","212","TA/TO","6","502"
"Resort Hotel","POL","August","21","1","TA/TO","2","16"
"Resort Hotel","JPN","August","1","0","TA/TO","0","3"
"City Hotel","LUX","January","2","2","TA/TO","0","1"
"City Hotel","ARE","February","3","3","TA/TO","0","0"
"City Hotel","MAR","July","14","10","TA/TO","0","15"
"City Hotel","PHL","October","1","0","TA/TO","0","0"
"City Hotel","MAC","May","3","3","TA/TO","0","0"
"Resort Hotel","IRL","May","293","54","TA/TO","8","217"
"City Hotel","SRB","April","2","1","TA/TO","0","2"
"Resort Hotel","ESP","May","125","38","TA/TO","35","83"
"Resort Hotel","HUN","May","2","0","TA/TO","0","2"
"City Hotel","AUT","December","54","10","TA/TO","1","38"
"City Hotel","MEX","October","4","1","TA/TO","0","4"
"City Hotel","MOZ","February","6","0","TA/TO","0","1"
"City Hotel","SGP","December","5","0","TA/TO","0","1"
"City Hotel","FRA","September","1","0","GDS","0","0"
"Resort Hotel","FRA","January","66","10","TA/TO","14","56"
"City Hotel","MUS","February","2","0","TA/TO","0","1"
"City Hotel","ARG","June","22","9","TA/TO","1","20"
"City Hotel","DEU","August","741","133","TA/TO","19","545"
"City Hotel","AUS","June","1","0","Corporate","0","0"
"Resort Hotel","CUB","March","1","0","TA/TO","0","0"
"Resort Hotel","HUN","February","1","0","TA/TO","1","2"
"City Hotel","PRY","August","1","0","TA/TO","0","0"
"Resort Hotel","CZE","July","4","1","TA/TO","0","1"
"Resort Hotel","IRL","November","51","8","TA/TO","1","48"
"Resort Hotel","DEU","December","3","0","Direct","0","0"
"City Hotel","AUT","November","11","2","TA/TO","1","13"
"City Hotel","ISR","October","6","1","Direct","1","12"
"City Hotel","SVK","September","2","0","Direct","0","1"
"Resort Hotel","BEL","December","6","1","Direct","3","3"
"City Hotel","BEL","September","1","0","Corporate","0","1"
"City Hotel","EGY","July","1","0","TA/TO","0","1"
"City Hotel","BGR","August","5","1","TA/TO","0","3"
"Resort Hotel","ESP","April","1","0","Corporate","0","0"
"City Hotel","HRV","April","1","0","Direct","0","1"
"Resort Hotel","BEL","July","50","6","TA/TO","7","44"
"Resort Hotel","HRV","December","1","0","TA/TO","1","1"
"Resort Hotel","NLD","February","8","2","Direct","1","1"
"City Hotel","ESP","August","1","0","GDS","0","1"
"City Hotel","POL","May","1","0","Corporate","0","0"
"Resort Hotel","AUS","March","3","1","TA/TO","0","2"
"Resort Hotel","ROU","June","15","1","TA/TO","4","17"
"Resort Hotel","GRC","January","1","0","Direct","0","0"
"City Hotel","NOR","December","1","1","TA/TO","0","0"
"Resort Hotel","NZL","June","2","0","TA/TO","1","0"
"City Hotel","GBR","September","4","0","GDS","0","0"
"City Hotel","TWN","May","2","0","TA/TO","0","2"
"City Hotel","GRC","November","2","0","Corporate","1","1"
"Resort Hotel","GBR","August","501","92","TA/TO","16","386"
"Resort Hotel","AUS","November","2","0","TA/TO","0","2"
"City Hotel","CHE","April","13","3","Direct","0","5"
"Resort Hotel","BRA","September","4","0","Direct","1","0"
"City Hotel","LBN","August","1","0","Direct","0","2"
"Resort Hotel","FIN","January","2","0","Direct","0","1"
"City Hotel","CRI","January","1","0","TA/TO","0","3"
"City Hotel","EST","February","3","0","TA/TO","0","2"
"City Hotel","SAU","April","6","4","TA/TO","0","3"
"Resort Hotel","CHE","August","63","20","TA/TO","4","60"
"Resort Hotel","CYP","October","1","0","Corporate","0","0"
"Resort Hotel","CZE","March","1","0","Corporate","0","0"
"Resort Hotel","ESP","January","147","17","TA/TO","26","120"
"Resort Hotel","CHL","November","1","0","Direct","1","0"
"Resort Hotel","USA","December","14","3","TA/TO","3","7"
"City Hotel","CRI","March","2","0","TA/TO","0","0"
"City Hotel","SVK","September","1","0","TA/TO","0","1"
"City Hotel","GIB","March","2","2","TA/TO","0","3"
"City Hotel","KWT","March","3","1","TA/TO","0","0"
"City Hotel","CHN","January","2","0","Corporate","0","0"
"Resort Hotel","PRT","December","460","86","Direct","94","240"
"City Hotel","AUT","June","2","0","GDS","0","0"
"City Hotel","PRI","December","2","2","TA/TO","0","4"
"Resort Hotel","ITA","January","49","2","TA/TO","7","53"
"City Hotel","ROU","May","17","5","TA/TO","1","16"
"City Hotel","FIN","May","3","2","Direct","0","1"
"Resort Hotel","DNK","December","2","0","TA/TO","0","2"
"Resort Hotel","USA","November","2","0","Direct","1","2"
"City Hotel","RUS","February","1","0","Direct","0","0"
"Resort Hotel","BEL","August","1","0","Direct","0","2"
"City Hotel","LUX","December","4","3","Direct","0","3"
"City Hotel","AUT","August","95","18","TA/TO","4","84"
"City Hotel","GRC","July","1","0","Direct","0","1"
"Resort Hotel","AND","July","1","0","Direct","1","0"
"City Hotel","CHE","October","8","4","Direct","0","0"
"City Hotel","LUX","February","10","7","TA/TO","1","6"
"City Hotel","GEO","August","5","4","TA/TO","0","0"
"City Hotel","SUR","April","1","0","TA/TO","0","4"
"City Hotel","BEL","May","9","0","Corporate","0","0"
"City Hotel","BIH","July","1","0","TA/TO","0","0"
"Resort Hotel","CHE","December","12","4","TA/TO","2","11"
"Resort Hotel","AUS","April","4","0","TA/TO","1","2"
"City Hotel","RUS","January","50","20","TA/TO","3","51"
"City Hotel","MEX","December","7","1","TA/TO","0","6"
"City Hotel","LIE","September","2","0","TA/TO","0","2"
"City Hotel","AGO","April","10","8","TA/TO","0","3"
"Resort Hotel","IND","July","1","0","Direct","0","0"
"Resort Hotel","FRA","October","1","0","Corporate","0","0"
"Resort Hotel","MEX","May","1","0","TA/TO","1","0"
"City Hotel","IDN","March","1","0","TA/TO","0","1"
"City Hotel","PAK","March","3","3","TA/TO","0","1"
"City Hotel","LUX","December","10","7","TA/TO","0","9"
"City Hotel","CHE","July","144","37","TA/TO","5","128"
"City Hotel","FRA","March","789","131","TA/TO","9","496"
"Resort Hotel","LVA","September","11","0","TA/TO","2","10"
"City Hotel","GBR","June","61","4","Direct","0","31"
"Resort Hotel","MAR","December","1","0","Corporate","0","0"
"City Hotel","JOR","January","1","0","TA/TO","0","0"
"City Hotel","RUS","January","1","0","Direct","0","0"
"Resort Hotel","LUX","July","7","0","Direct","3","6"
"City Hotel","ITA","February","6","0","Corporate","0","0"
"City Hotel","ZAF","May","6","3","TA/TO","0","1"
"City Hotel","MOZ","November","3","0","TA/TO","0","0"
"City Hotel","RUS","April","52","20","TA/TO","3","39"
"City Hotel","ABW","May","1","0","TA/TO","0","1"
"City Hotel","GBR","October","331","68","TA/TO","1","303"
"Resort Hotel","PAK","June","2","2","TA/TO","0","2"
"City Hotel","FIN","February","21","4","TA/TO","0","17"
"Resort Hotel","DJI","July","1","0","TA/TO","0","0"
"City Hotel","AGO","March","9","2","Direct","0","8"
"Resort Hotel","NLD","April","4","0","Direct","1","0"
"City Hotel","SWE","December","30","2","TA/TO","0","15"
"Resort Hotel","IRN","April","1","0","TA/TO","0","1"
"City Hotel","DOM","January","1","1","TA/TO","0","0"
"Resort Hotel","UKR","April","2","0","TA/TO","0","2"
"Resort Hotel","GBR","May","743","110","TA/TO","64","442"
"City Hotel","SGP","June","4","2","TA/TO","0","1"
"City Hotel","LUX","July","17","9","TA/TO","3","8"
"City Hotel","USA","August","1","1","GDS","0","0"
"City Hotel","VEN","June","1","0","Direct","0","0"
"City Hotel","SWE","December","2","0","Direct","0","1"
"City Hotel","COL","April","2","1","TA/TO","0","2"
"Resort Hotel","AZE","August","1","1","TA/TO","0","3"
"Resort Hotel","GBR","July","38","1","Direct","2","29"
"Resort Hotel","CZE","June","2","0","TA/TO","1","4"
"City Hotel","MEX","August","14","0","TA/TO","0","13"
"Resort Hotel","MYS","October","1","0","TA/TO","0","2"
"City Hotel","MYS","November","5","1","TA/TO","0","4"
"Resort Hotel","COL","October","2","0","TA/TO","0","3"
"Resort Hotel","NGA","May","2","0","TA/TO","0","3"
"City Hotel","ROU","July","42","12","TA/TO","1","33"
"City Hotel","BEL","January","62","9","TA/TO","0","52"
"Resort Hotel","LTU","December","2","0","TA/TO","0","1"
"City Hotel","MOZ","August","8","3","TA/TO","0","3"
"Resort Hotel","UKR","February","1","0","Direct","0","0"
"Resort Hotel","CZE","December","1","0","TA/TO","0","1"
"City Hotel","ITA","January","11","1","Direct","1","10"
"Resort Hotel","BRA","August","10","1","Direct","3","10"
"City Hotel","DNK","August","5","1","Direct","0","2"
"City Hotel","MAR","November","10","6","TA/TO","0","12"
"Resort Hotel","TUR","December","1","0","TA/TO","1","0"
"Resort Hotel","ISR","November","1","1","TA/TO","0","2"
